,Title,Amenities,Amount
778,1 BHK House for Rent in Gachibowli,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area900 sqftFloorGround out of 3facingEastBathroom1,"₹15,000"
779,3 BHK Apartment for Rent in Appa junction,"FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1345 sqftFloor6 out of 19facingEastoverlookingGarden/Park, Pool, Main RoadBathroom3Balcony2","₹25,000"
780,"2 BHK Apartment for Rent in Madinaguda, Hafeezpet, NH 9",FurnishingUnfurnishedTenant PreferredFamilyAvailabilityImmediatelyCarpet Area950 sqftFloor1 out of 3facingEastoverlookingMain RoadBathroom2Balcony2,"₹12,000"
781,3 BHK Apartment for Rent in Kondapur,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1900 sqftFloor6 out of 6facingEastoverlookingGarden/ParkBathroom3Balcony1,"₹35,000"
782,2 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1100 sqftFloor3 out of 5facingEastoverlookingMain RoadBathroom2Balcony2,"₹21,000"
783,2 BHK House for Rent in Gachibowli,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1700 sqftFloor2 out of 3facingEastBathroom2Balcony1,"₹18,000"
784,"3 BHK Apartment for Rent in Kokapet, Outer Ring Road",FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1865 sqftFloor3 out of 6Bathroom3Balcony2,"₹38,000"
785,"3 BHK Apartment for Rent in Manikonda, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1400 sqftFloor31 out of 31facingWestBathroom4Balcony2,"₹40,000"
786,"3 BHK Apartment for Rent in Kavuri Hills, Madhapur","FurnishingSemi-FurnishedTenant PreferredBachelorsCar Parking2 CoveredAvailabilityImmediatelyCarpet Area2872 sqftFloor2 out of 14facingWestoverlookingGarden/Park, Main RoadBathroom4Balcony3","₹63,000"
787,2 BHK Builder Floor for Rent in Bandlaguda Jagir,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area825 sqftFloorGround out of 2facingNorthoverlookingMain RoadBathroom2,"₹11,000"
788,"3 BHK Apartment for Rent in Yousufguda, NH 9","FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area2030 sqftFloor1 out of 5facingWestoverlookingGarden/Park, Main RoadBathroom3Balcony2","₹60,000"
789,"3 BHK Apartment for Rent in Kukatpally, NH 9",FurnishingSemi-FurnishedTenant PreferredFamilyAvailabilityImmediatelyCarpet Area1300 sqftFloor1 out of 4facingEastoverlookingGarden/ParkBathroom2Balcony2,"₹17,500"
790,3 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area2050 sqftFloorGround out of 14overlookingPoolBathroom3,"₹32,000"
791, Apartment for Rent in Gajularamaram,Tenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1600 sqft,"₹18,000"
792,"3 BHK Apartment for Rent in Kukatpally, NH 9",FurnishingFurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area1933 sqftFloor19 out of 25facingEastoverlookingMain RoadBathroom3Balcony3,"₹37,000"
793,"3 BHK Apartment for Rent in Kokapet, Outer Ring Road","FurnishingSemi-FurnishedTenant PreferredBachelorsCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1800 sqftFloor13 out of 14facingNorthoverlookingPool, Garden/Park, Main RoadOwnershipFreeholdBathroom3Balcony2","₹38,000"
794,1 BHK House for Rent in Ameenpur,FurnishingSemi-FurnishedTenant PreferredFamilyAvailabilityImmediatelyCarpet Area1000 sqftFloorGround out of 2facingEastBathroom1Balcony2,"₹7,500"
795,"1 BHK House for Rent in Gudi Malkapur, Mehdipatnam",FurnishingUnfurnishedTenant PreferredBachelors/FamilyOwner ResidesSame PremiseAvailabilityImmediatelyCarpet Area1400 sqftFloor2 out of 2facingNorth - WestBathroom2Balcony1,"₹8,500"
796,2 BHK House for Rent in Puppalaguda,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area900 sqftFloor1 out of 2facingNorthBathroom2Balcony3,"₹15,000"
797,"2 BHK Apartment for Rent in Kukatpally, NH 9",FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area900 sqftFloor1 out of 3facingNorthoverlookingMain RoadBathroom2Balcony1,"₹14,500"
798,3 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1855 sqftFloor8 out of 10Bathroom3Balcony3,"₹28,000"
799,"2 BHK Apartment for Rent in Chandanagar, NH 9",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area1100 sqftFloor1 out of 5facingNorthoverlookingMain RoadBathroom2Balcony1,"₹15,000"
800,"3 BHK Apartment for Rent in Muppas Panchavati Colony, Manikonda, Outer Ring Road",FurnishingFurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1676 sqftFloor3 out of 5facingWestoverlookingMain RoadBathroom3Balcony1,"₹25,000"
801,"2 BHK Apartment for Rent in Nallagandla, Serilingampally",FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area2000 sqftFloor4 out of 5Bathroom2Balcony2,"₹16,500"
802,3 BHK Apartment for Rent in Hitech City,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area2100 sqftFloor1 out of 5facingEastoverlookingMain RoadBathroom3Balcony2,"₹20,000"
803,"3 BHK Apartment for Rent in Sun City, Bandlaguda, Chevella Road",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1300 sqftFloor2 out of 4facingSouth - EastoverlookingMain RoadBathroom4Balcony2,"₹19,000"
804,"3 BHK Apartment for Rent in Nallagandla, Serilingampally",FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1800 sqftFloor14 out of 14Bathroom3Balcony2,"₹24,000"
805,2 BHK House for Rent in Trimulgherry,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area950 sqftfacingEastoverlookingMain RoadOwnershipFreeholdBathroom2Balcony2,"₹10,000"
806,"1 BHK House for Rent in Chandanagar, NH 9","FurnishingUnfurnishedTenant PreferredFamilyOwner ResidesSame PremiseCar Parking1 OpenAvailabilityFrom Mar '22Carpet Area800 sqftFloor3 out of 3facingNorthoverlookingGarden/Park, Main RoadBathroom1Balcony1","₹11,000"
807,"2 BHK Apartment for Rent in Anupama Homes, Manikonda","FurnishingUnfurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1100 sqftFloor1 out of 5facingEastoverlookingGarden/Park, Main RoadBathroom2Balcony2","₹18,999"
808,2 BHK Apartment for Rent in Santosh Nagar-Mehdipatnam,FurnishingSemi-FurnishedTenant PreferredFamilyAvailabilityFrom Mar '22Carpet Area930 sqftFloor3 out of 3facingEastoverlookingGarden/ParkBathroom2Balcony2,"₹15,000"
809,"2 BHK Apartment for Rent in Chandanagar, NH 9","FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area890 sqftFloor1 out of 5facingEastoverlookingPool, Garden/ParkBathroom2","₹21,000"
810,2 BHK Apartment for Rent in Kondapur,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area1141 sqftFloor3 out of 5facingEastBathroom2Balcony1,"₹17,000"
811,3 BHK House for Rent in Badangpet,FurnishingUnfurnishedTenant PreferredFamilyAvailabilityImmediatelyCarpet Area1200 sqftFloor1 out of 3facingEastoverlookingMain RoadBathroom3Balcony2,"₹15,000"
812,2 BHK Apartment for Rent in Bachupally,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1100 sqftFloorGround out of 5facingNorth - EastoverlookingMain RoadBathroom3Balcony2,"₹9,000"
813,4 BHK Apartment for Rent in Gachibowli,"FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelySuper Area2600 sqftFloor6 out of 9facingEastoverlookingGarden/Park, PoolBathroom4Balcony3","₹40,000"
814,"3 BHK Apartment for Rent in LB Nagar, NH 9",FurnishingSemi-FurnishedTenant PreferredFamilyAvailabilityImmediatelySuper Area1700 sqftFloor1 out of 4facingSouth - EastBathroom3Balcony2,"₹21,000"
815,2 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area1080 sqftFloor1 out of 9Bathroom2Balcony1,"₹17,000"
816,1 BHK House for Rent in Kompally,FurnishingUnfurnishedTenant PreferredFamilyOwner ResidesSame PremiseCar Parking2 OpenAvailabilityImmediatelyCarpet Area700 sqftFloor1 out of 2facingEastBathroom1Balcony2,"₹8,500"
817,"3 BHK Apartment for Rent in Miyapur, NH 9","FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 Covered, 1 OpenAvailabilityImmediatelyCarpet Area1590 sqftFloor3 out of 5facingEastoverlookingPool, Main RoadBathroom3Balcony3","₹22,000"
818,"3 BHK Apartment for Rent in Kokapet, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityFrom Mar '22Super Area2170 sqftFloor6 out of 19facingWestBathroom3Balcony3,"₹40,000"
819,3 BHK Builder Floor for Rent in Nizampet,FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1650 sqftFloor2 out of 5facingWestoverlookingGarden/ParkBathroom3Balcony3,"₹22,000"
820,"3 BHK Apartment for Rent in Kakatiya Hills, Nizampet",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area1525 sqftFloor4 out of 4facingEastoverlookingGarden/ParkBathroom3Balcony2,"₹25,000"
821,3 BHK Apartment for Rent in Gopanapalli,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1730 sqftFloor1 out of 12Bathroom3Balcony2,"₹29,000"
822,"2 BHK Apartment for Rent in Uppal, NH 2 2",FurnishingUnfurnishedTenant PreferredBachelors/FamilyOwner ResidesSame PremiseAvailabilityImmediatelyCarpet Area1100 sqftFloor1 out of 3facingNorth - WestoverlookingGarden/ParkBathroom2Balcony1,"₹11,000"
823,3 BHK Villa for Rent in Dammaiguda,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area220 sqyrdfacingWestoverlookingMain RoadDimensions70 X 3.14 yrd SqyrdBathroom3Balcony1,"₹22,000"
824,"3 BHK Apartment for Rent in Kokapet, Outer Ring Road","FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1600 sqftFloor7 out of 10facingWestoverlookingPool, Garden/Park, Main RoadBathroom3Balcony1","₹34,000"
825,2 BHK House for Rent in Shameerpet,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1250 sqftFloor1 out of 3Bathroom2,"₹8,000"
826,"2 BHK House for Rent in Venkatraya Nagar, Nizampet",FurnishingUnfurnishedTenant PreferredFamilyAvailabilityImmediatelyCarpet Area1200 sqftFloor1 out of 5facingEastoverlookingGarden/ParkBathroom2Balcony2,"₹12,500"
827,"3 BHK Apartment for Rent in Sanath Nagar, NH 9","FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area1300 sqftFloor15 out of 15facingWestoverlookingGarden/Park, Main RoadBathroom3Balcony1","₹45,000"
828,3 BHK Apartment for Rent in Attapur,FurnishingUnfurnishedTenant PreferredFamilyAvailabilityImmediatelySuper Area1520 sqftFloor4 out of 5facingEastoverlookingMain RoadOwnershipFreeholdBathroom3Balcony2,"₹16,000"
829,2 BHK Apartment for Rent in Prakash Nagar,FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyFloor2 out of 5facingEastoverlookingMain RoadBathroom2Balcony2,"₹20,000"
830,"2 BHK Apartment for Rent in Mallampet, Outer Ring Road",FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1155 sqftFloor1 out of 5facingWestoverlookingMain RoadBathroom2Balcony2,"₹11,000"
831,"2 BHK Apartment for Rent in Neknampur, Manikonda, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredFamilyOwner ResidesSame PremiseCar Parking1 OpenAvailabilityImmediatelyCarpet Area1050 sqftFloor5 out of 5Bathroom2Balcony1,"₹13,000"
832,3 BHK Apartment for Rent in Gachibowli,FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1560 sqftFloor5 out of 15facingEastBathroom2Balcony2,"₹50,000"
833,2 BHK Apartment for Rent in Chanda Nagar,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1000 sqftFloor2 out of 3facingEastoverlookingMain RoadBathroom2Balcony1,"₹14,000"
834,"3 BHK Apartment for Rent in Nallagandla, Serilingampally",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityFrom Mar '22Super Area2150 sqftFloor17 out of 19facingWestBathroom3,"₹40,000"
835,"3 BHK Apartment for Rent in Miyapur, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1425 sqftFloor1 out of 5Bathroom3Balcony2,"₹14,000"
836,2 BHK House for Rent in Suchitra Circle,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1050 sqftFloor1 out of 2facingEastoverlookingMain RoadBathroom2Balcony1,"₹14,000"
837," Apartment for Rent in Pocharam, NH 2 2",Tenant PreferredBachelors/FamilyAvailabilityImmediately,"₹11,000"
838,3 BHK Villa for Rent in Appa junction,FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking2 OpenAvailabilityImmediatelyCarpet Area2502 sqftfacingWestBathroom3Balcony2,"₹32,000"
839,"1 BHK Apartment for Rent in Pragathi Nagar, Kukatpally",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area800 sqftFloor3 out of 5Bathroom1Balcony2,"₹9,000"
840,2 BHK Apartment for Rent in Bachupally,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1150 sqftFloor4 out of 4facingNorthBathroom2Balcony2,"₹9,000"
841,"2 BHK Apartment for Rent in Madinaguda, Hafeezpet, NH 9","FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1000 sqftFloor5 out of 5facingWestoverlookingGarden/Park, Main RoadBathroom2Balcony2","₹13,500"
842,3 BHK Apartment for Rent in Mehdipatnam,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1400 sqftFloor4 out of 6facingWestoverlookingMain RoadBathroom3Balcony2,"₹20,000"
843,"2 BHK Apartment for Rent in Jaya Nagar, Kukatpally, NH 9",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1250 sqftFloor2 out of 7facingNorthoverlookingMain RoadBathroom2Balcony2,"₹15,000"
844,3 BHK Apartment for Rent in Gachibowli,"FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1100 sqftFloor3 out of 13facingEastoverlookingPool, Garden/Park, Main RoadBathroom3Balcony1","₹26,000"
845,2 BHK Apartment for Rent in SD Road,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1270 sqftFloor3 out of 5Bathroom2,"₹17,000"
846,2 BHK Apartment for Rent in RTC Colony-Chandanagar,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area900 sqftFloor4 out of 5facingEastBathroom2Balcony1,"₹9,000"
847,2 BHK Apartment for Rent in Musheerabad,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1100 sqftFloor4 out of 5facingWestBathroom2Balcony2,"₹16,000"
848,"3 BHK Apartment for Rent in Mallareddy Nagar, Secunderabad",FurnishingFurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1260 sqftFloor2 out of 5facingEastoverlookingMain RoadBathroom3Balcony2,"₹20,000"
849,2 BHK Apartment for Rent in Brindavan Colony-Toli Chowki,FurnishingUnfurnishedTenant PreferredBachelors/FamilyCar Parking3 CoveredAvailabilityImmediatelyCarpet Area1300 sqftFloor3 out of 3overlookingGarden/ParkBathroom2Balcony2,"₹11,000"
850,3 BHK Apartment for Rent in Serilingampally,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1870 sqftFloor3 out of 5facingEastBathroom3Balcony2,"₹28,000"
851,"1 BHK House for Rent in Narsingi, Outer Ring Road",FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area300 sqftFloorGround out of 2facingEastoverlookingMain RoadBathroom2Balcony1,"₹16,000"
852,3 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area2020 sqftFloor5 out of 12Bathroom3Balcony2,"₹45,000"
853,3 BHK Apartment for Rent in VASAVI GRANDE VISTA,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1800 sqftFloor5 out of 5facingWestoverlookingGarden/ParkBathroom3Balcony1,"₹30,000"
854,2 BHK House for Rent in Osman Nagar,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1200 sqftFloorLower Basement out of 1facingWestBathroom2Balcony1,"₹14,000"
855,3 BHK Villa for Rent in Kompally,FurnishingFurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area1798 sqftfacingEastBathroom3,"₹27,000"
856,"3 BHK Villa for Rent in Tellapur, Outer Ring Road",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area3000 sqftBathroom4Balcony1,"₹35,000"
857,"4 BHK Villa for Rent in Kokapet, Outer Ring Road","FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelySuper Area4900 sqftfacingNorthoverlookingGarden/Park, Main RoadDimensions15 X 36.67 yrd SqyrdBathroom4Balcony2",₹1.8 Lac
858,2 BHK House for Rent in Ameenpur,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1100 sqftFloorGround out of 1facingEastoverlookingMain RoadBathroom2,"₹10,000"
859,1 BHK Villa for Rent in Sai Anurag Colony,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area700 sqftfacingEastoverlookingMain RoadBathroom1,"₹8,500"
860,"2 BHK Apartment for Rent in Narsingi, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredBachelorsCar Parking1 CoveredAvailabilityImmediatelyCarpet Area900 sqftFloor5 out of 5facingWestoverlookingMain RoadBathroom2Balcony1,"₹18,500"
861,"3 BHK Apartment for Rent in Hafeezpet, NH 9","FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area1390 sqftFloor5 out of 13facingEastoverlookingGarden/Park, Main RoadBathroom2Balcony2","₹24,000"
862,2 BHK Apartment for Rent in Shanti Sikhara Apartments. Somajiguda,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area800 sqftFloor4 out of 5overlookingMain RoadBathroom2Balcony1,"₹18,000"
863,"2 BHK Apartment for Rent in Kukatpally, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area950 sqftFloor4 out of 5facingEastoverlookingMain RoadBathroom2Balcony1,"₹15,000"
864,2 BHK Builder Floor for Rent in Moghal Nagar,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1100 sqftFloor1 out of 3facingEastBathroom2Balcony1,"₹12,000"
865,2 BHK Apartment for Rent in Friends Colony,FurnishingUnfurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1100 sqftFloor2 out of 6facingEastoverlookingMain RoadBathroom2Balcony1,"₹15,000"
866,"1 BHK Apartment for Rent in Somajiguda, NH 9",FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area650 sqftFloor1 out of 2facingSouthoverlookingMain RoadBathroom1,"₹10,000"
867,"2 BHK Apartment for Rent in Sun City, Bandlaguda, Chevella Road",FurnishingFurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area885 sqftFloor4 out of 5facingNorth - WestoverlookingMain RoadBathroom2Balcony2,"₹15,000"
